CSP code,Value,Year
E22000095,9.877791617,2004
E22000154,8.65174709,2004
E22000244,11.37704935,2004
E22000096,21.21989998,2004
E22000113,15.32670073,2004
E22000220,19.42860817,2004
E22000196,24.74580747,2004
E22000281,9.636398989,2004
W14000002,12.33985563,2004
E22000197,24.44037625,2004
E22000023,19.61487162,2004
E22000198,18.96759122,2004
E22000166,8.514901077,2004
E22000199,19.29598361,2004
E22000086,18.85438162,2004
E22000200,10.20960202,2004
E22000114,5.939768662,2004
E22000027,20.23982196,2004
E22000296,25.19170102,2004
E22000115,14.53622126,2004
E22000201,14.07633466,2004
E22000326,9.560707367,2004
E22000126,11.04618928,2004
E22000043,11.64002196,2004
E22000202,16.96884889,2004
E22000167,10.27924632,2004
E22000297,8.005123279,2004
E22000203,20.50674444,2004
E22000016,9.510986511,2004
E22000155,15.83415354,2004
E22000273,18.39488343,2004
W14000001,10.981339,2004
E22000116,12.62776784,2004
E22000050,14.02714932,2004
E22000204,26.54412131,2004
E22000205,14.64235726,2004
E22000236,13.81299332,2004
E22000221,10.72904506,2004
E22000134,29.80450427,2004
E22000206,17.31157525,2004
E22000344,14.26810555,2004
E22000181,14.73702552,2004
E22000207,25.02351766,2004
E22000156,17.92990433,2004
E22000345,13.77375035,2004
E22000168,27.0597395,2004
E22000298,12.86862699,2004
E22000208,22.60204789,2004
E22000265,11.00648671,2004
E22000175,23.61361202,2004
E22000182,22.83018405,2004
E22000010,17.07860517,2004
E22000142,10.13765273,2004
E22000087,7.163822695,2004
E22000101,21.1316514,2004
E22000255,20.08906184,2004
E22000143,13.23476193,2004
E22000169,9.07071455,2004
W14000017,13.5487326,2004
E22000209,14.48324052,2004
E22000299,8.396351025,2004
E22000029,19.58093477,2004
E22000307,15.27416511,2004
E22000282,5.411175734,2004
W14000021,9.495724647,2004
W14000012,10.7405355,2004
E22000117,9.215865494,2004
E22000256,9.291648448,2004
E22000245,15.80087229,2004
E22000266,18.84201632,2004
E22000210,22.86251051,2004
W14000022,19.56702748,2004
E22000044,8.61255793,2004
E22000135,27.02123097,2004
E22000127,10.56689871,2004
E22000176,5.873347808,2004
E22000136,17.37553015,2004
E22000222,7.517056775,2004
E22000003,14.9136822,2004
E22000246,10.01578716,2004
E22000319,7.916592465,2004
E22000170,12.24604649,2004
E22000368,13.62040143,2004
E22000372,10.00415547,2004
E22000237,19.43333145,2004
E22000363,13.29058929,2004
E22000358,9.105565229,2004
E22000223,24.04385703,2004
E22000257,25.77747261,2004
E22000320,14.49431498,2004
E22000171,10.11442945,2004
E22000102,12.57603156,2004
E22000308,15.88355357,2004
W14000009,13.45037276,2004
E22000157,14.01562323,2004
E22000017,22.57699483,2004
E22000056,22.95553543,2004
E22000067,11.00734062,2004
E22000118,23.29403617,2004
W14000007,10.82057298,2004
E22000158,21.7692136,2004
E22000309,20.40251746,2004
E22000211,13.53437256,2004
E22000028,14.2307942,2004
E22000283,8.874251309,2004
W14000016,11.0996662,2004
E22000159,6.440218361,2004
E22000212,9.608949764,2004
E22000103,16.44587671,2004
E22000088,6.179775281,2004
E22000160,13.88232784,2004
E22000300,11.25219366,2004
E22000261,10.45200658,2004
E22000321,10.38911976,2004
E22000284,6.445911525,2004
E22000119,15.5442154,2004
E22000172,6.344215816,2004
E22000364,10.75766067,2004
E22000104,14.07390752,2004
E22000338,12.33170272,2004
E22000183,12.64465507,2004
E22000144,5.815802626,2004
E22000262,12.44707875,2004
E22000145,13.29678136,2004
E22000360,8.721997161,2004
E22000310,18.28142974,2004
E22000339,10.03216457,2004
E22000369,12.14704921,2004
E22000311,7.266121708,2004
E22000018,5.735559733,2004
E22000045,9.259473331,2004
E22000006,8.669484846,2004
E22000177,9.587787015,2004
E22000178,10.94950798,2004
E22000036,9.452889883,2004
E22000224,7.77900977,2004
E22000366,7.94533269,2004
E22000312,7.320712127,2004
E22000161,11.78275777,2004
E22000267,8.457196613,2004
E22000247,11.24014242,2004
E22000359,8.801715664,2004
E22000332,10.91489581,2004
E22000120,22.17908752,2004
E22000089,13.61711087,2004
E22000213,25.97013881,2004
E22000285,11.42831782,2004
E22000128,9.521343043,2004
E22000184,18.53896141,2004
E22000268,12.40829708,2004
E22000269,12.36049695,2004
E22000129,18.14818518,2004
E22000105,11.36460222,2004
E22000030,14.75601415,2004
E22000270,24.88821045,2004
E22000097,9.371831526,2004
E22000274,8.291172439,2004
E22000373,7.98606026,2004
E22000248,14.52628047,2004
E22000286,5.684115103,2004
E22000214,14.03138701,2004
E22000146,11.84367305,2004
W14000011,11.14928827,2004
E22000350,9.437201567,2004
E22000106,16.63335939,2004
E22000271,22.64054606,2004
E22000287,5.148640101,2004
E22000333,17.24127196,2004
E22000090,9.462733362,2004
E22000121,10.50433293,2004
E22000098,8.417594826,2004
E22000147,17.43256045,2004
E22000130,7.789145219,2004
E22000091,14.06947013,2004
E22000148,8.203475159,2004
E22000060,19.77458939,2004
W14000020,15.14649344,2004
E22000215,24.77812402,2004
E22000107,10.30220101,2004
E22000149,8.465628597,2004
E22000092,4.473294292,2004
W14000014,8.050712115,2004
E22000313,6.971453102,2004
E22000346,15.9132428,2004
E22000340,13.75914484,2004
E22000216,19.30649505,2004
E22000217,15.21095418,2004
E22000026,12.98498204,2004
E22000131,19.55682701,2004
E22000278,12.75937845,2004
E22000288,5.52353093,2004
E22000301,7.321971493,2004
E22000239,13.36448981,2004
E22000132,14.52174779,2004
E22000314,6.393518295,2004
E22000162,10.15622148,2004
E22000179,7.996562672,2004
E22000315,6.456680063,2004
E22000192,31.64660207,2004
E22000108,11.06381862,2004
E22000361,6.184475083,2004
E22000122,9.39741159,2004
E22000316,9.950690773,2004
E22000185,16.24726303,2004
E22000289,8.519120693,2004
E22000317,6.845270053,2004
E22000341,16.33640524,2004
E22000302,15.34408559,2004
W14000006,16.06139297,2004
E22000318,9.301414794,2004
E22000163,10.25426875,2004
E22000371,15.20014145,2004
E22000290,10.84903295,2005
E22000031,13.0793918,2005
E22000037,11.39720693,2005
E22000291,11.8916327,2005
E22000251,14.53660233,2005
E22000137,11.26049959,2005
E22000303,8.708638466,2005
E22000186,23.22658247,2005
E22000187,12.9510504,2005
E22000259,14.71129918,2005
E22000032,19.60450776,2005
E22000079,9.382751129,2005
E22000109,12.48261894,2005
E22000252,14.76178409,2005
E22000001,11.86403073,2005
E22000009,12.66581876,2005
E22000188,14.4790032,2005
E22000335,17.2079042,2005
E22000164,7.108513863,2005
E22000150,18.35449717,2005
E22000151,27.60146985,2005
W14000019,12.90686246,2005
E22000038,12.72953794,2005
E22000099,14.80287983,2005
E22000173,12.22865536,2005
E22000063,20.69904457,2005
E22000304,11.29814499,2005
E22000342,16.75957188,2005
E22000080,8.256682955,2005
E22000218,8.884957727,2005
E22000189,19.6686339,2005
E22000081,9.044257322,2005
W14000013,11.65599392,2005
E22000292,18.68600784,2005
E22000002,22.85604343,2005
E22000219,5.467086495,2005
E22000190,13.51942583,2005
E22000123,12.65765766,2005
E22000152,19.99452205,2005
E22000100,11.46783923,2005
W14000018,13.90810119,2005
E22000343,18.48474041,2005
E22000013,12.40434408,2005
E22000191,23.65364208,2005
E22000263,17.69509982,2005
E22000138,11.07681901,2005
W14000015,12.71958654,2005
E22000033,15.23275421,2005
W14000010,10.26768932,2005
E22000082,6.620017836,2005
E22000353,8.002082111,2005
W14000008,9.313108565,2005
E22000165,12.8010888,2005
E22000083,8.925842147,2005
E22000093,17.3234308,2005
E22000305,10.00912597,2005
E22000354,12.02033312,2005
E22000355,15.32846938,2005
E22000039,16.15371703,2005
E22000293,8.329272889,2005
E22000306,7.549252249,2005
E22000153,10.30219115,2005
E22000180,64.36684897,2005
E22000084,11.99718585,2005
W14000003,14.71870717,2005
E22000034,15.09320591,2005
E22000233,22.09295925,2005
E22000356,9.627294224,2005
E22000094,6.727084727,2005
E22000365,12.18982418,2005
E22000336,17.37346926,2005
E22000294,15.24527848,2005
E22000193,16.83812513,2005
E22000124,10.40877713,2005
E22000072,12.29471417,2005
E22000352,16.05894881,2005
E22000357,6.076037627,2005
W14000004,17.45089276,2005
E22000040,18.28561763,2005
E22000041,7.48104562,2005
E22000260,23.38674899,2005
E22000367,8.234104361,2005
E22000140,13.81716678,2005
E22000337,11.03568683,2005
E22000194,17.89470992,2005
E22000362,7.414336353,2005
E22000014,5.231534238,2005
E22000110,7.892688402,2005
E22000125,8.423301415,2005
E22000174,10.46703033,2005
E22000235,8.500763359,2005
E22000133,9.890976203,2005
E22000264,16.10460092,2005
E22000295,18.76439791,2005
E22000111,11.30503264,2005
E22000035,8.43359511,2005
E22000279,7.062834876,2005
E22000195,13.62108863,2005
E22000085,9.331745184,2005
E22000280,8.211415023,2005
E22000042,12.6519046,2005
E22000049,16.30521377,2005
E22000112,9.354441741,2005
E22000015,10.20591673,2005
W14000005,11.44839549,2005
E22000095,9.977663779,2005
E22000154,7.923464411,2005
E22000244,9.58222932,2005
E22000096,20.61891882,2005
E22000113,16.0084429,2005
E22000220,18.37153209,2005
E22000196,24.14813401,2005
E22000281,8.725773579,2005
W14000002,12.25545975,2005
E22000197,24.83926988,2005
E22000023,18.68832852,2005
E22000198,18.98529649,2005
E22000166,6.088015307,2005
E22000199,20.69167056,2005
E22000086,18.76100773,2005
E22000200,10.04934218,2005
E22000114,6.021549606,2005
E22000027,23.60237461,2005
E22000296,25.93257759,2005
E22000115,15.32218271,2005
E22000201,13.79796467,2005
E22000326,8.834172391,2005
E22000126,8.981781935,2005
E22000043,12.48507704,2005
E22000202,16.35047528,2005
E22000167,10.06531226,2005
E22000297,6.486752574,2005
E22000203,19.001144,2005
E22000016,6.817260567,2005
E22000155,14.65976313,2005
E22000273,17.14129068,2005
W14000001,10.0875606,2005
E22000116,13.2454676,2005
E22000050,8.14479638,2005
E22000204,23.76319648,2005
E22000205,14.21232368,2005
E22000236,13.56123909,2005
E22000221,9.697855405,2005
E22000134,27.99822856,2005
E22000206,17.00450524,2005
E22000344,15.87875945,2005
E22000181,13.05574211,2005
E22000207,23.55377855,2005
E22000156,16.0276096,2005
E22000345,15.37302021,2005
E22000168,24.5072842,2005
E22000298,10.82786256,2005
E22000208,23.9595183,2005
E22000265,10.60151391,2005
E22000175,21.64712256,2005
E22000182,21.25683761,2005
E22000010,19.00837145,2005
E22000142,11.69141908,2005
E22000087,6.643368171,2005
E22000101,19.95852944,2005
E22000255,19.98745182,2005
E22000143,16.74745535,2005
E22000169,8.332476083,2005
W14000017,13.26010061,2005
E22000209,13.99914998,2005
E22000299,7.739285687,2005
E22000029,23.23902481,2005
E22000307,14.20823227,2005
E22000282,5.965186779,2005
W14000021,9.332927063,2005
W14000012,9.689838018,2005
E22000117,8.722734206,2005
E22000256,10.28465985,2005
E22000245,13.53446485,2005
E22000266,17.69911504,2005
E22000210,22.6282319,2005
W14000022,19.12374568,2005
E22000044,8.262855037,2005
E22000135,24.38809261,2005
E22000127,9.895906656,2005
E22000176,5.669744812,2005
E22000136,18.41193895,2005
E22000222,8.892189727,2005
E22000003,12.8218953,2005
E22000246,8.335050484,2005
E22000319,7.625941125,2005
E22000170,11.96121531,2005
E22000368,11.09246449,2005
E22000372,9.895531001,2005
E22000237,17.85505597,2005
E22000363,11.54147616,2005
E22000358,7.8197405,2005
E22000223,22.4389079,2005
E22000257,25.52714915,2005
E22000320,12.56526337,2005
E22000171,10.44149561,2005
E22000102,10.71194046,2005
E22000308,15.50387597,2005
W14000009,11.56103887,2005
E22000157,14.60730139,2005
E22000017,17.95239804,2005
E22000056,20.73401315,2005
E22000067,11.91250813,2005
E22000118,22.68768019,2005
W14000007,10.67506336,2005
E22000158,19.95594714,2005
E22000309,18.35443038,2005
E22000211,11.55986643,2005
E22000028,16.0374013,2005
E22000283,8.523794615,2005
W14000016,13.39770154,2005
E22000159,6.015117641,2005
E22000212,9.680014104,2005
E22000103,14.16505792,2005
E22000088,5.444533812,2005
E22000160,11.75006072,2005
E22000300,10.56064961,2005
E22000261,14.94409815,2005
E22000321,10.24955925,2005
E22000284,6.530940819,2005
E22000119,14.11594847,2005
E22000172,6.423923577,2005
E22000364,9.031704559,2005
E22000104,13.2324539,2005
E22000338,12.57372257,2005
E22000183,11.43137743,2005
E22000144,6.372117269,2005
E22000262,13.63651062,2005
E22000145,14.30415037,2005
E22000360,6.881103721,2005
E22000310,15.42230252,2005
E22000339,12.09583393,2005
E22000369,10.22479381,2005
E22000311,8.022273607,2005
E22000018,4.038713433,2005
E22000045,8.334092358,2005
E22000006,9.633538459,2005
E22000177,9.755679593,2005
E22000178,9.125445502,2005
E22000036,8.417944219,2005
E22000224,7.373072258,2005
E22000366,9.090327124,2005
E22000312,7.135717032,2005
E22000161,10.0517243,2005
E22000267,9.959785019,2005
E22000247,12.94247418,2005
E22000359,8.400497213,2005
E22000332,9.356278155,2005
E22000120,22.57175002,2005
E22000089,13.68624919,2005
E22000213,24.44893454,2005
E22000285,10.48900862,2005
E22000128,8.669885033,2005
E22000184,18.1397232,2005
E22000268,14.10410016,2005
E22000269,12.73310818,2005
E22000129,18.85970372,2005
E22000105,10.54428422,2005
E22000030,16.40998122,2005
E22000270,23.79069161,2005
E22000097,9.998002216,2005
E22000274,7.440289586,2005
E22000373,8.049491658,2005
E22000248,13.65692571,2005
E22000286,6.693310334,2005
E22000214,12.87732767,2005
E22000146,14.93091783,2005
W14000011,11.78999507,2005
E22000350,10.28025558,2005
E22000106,17.54312001,2005
E22000271,21.3184519,2005
E22000287,5.593841735,2005
E22000333,15.61890612,2005
E22000090,10.21200784,2005
E22000121,9.954702999,2005
E22000098,9.44107314,2005
E22000147,19.4275373,2005
E22000130,7.532174841,2005
E22000091,12.40609602,2005
E22000148,8.95997995,2005
E22000060,17.31755663,2005
W14000020,13.16137858,2005
E22000215,23.0619265,2005
E22000107,10.10072878,2005
E22000149,8.14152271,2005
E22000092,4.344789047,2005
W14000014,10.12394508,2005
E22000313,6.380441264,2005
E22000346,17.80622088,2005
E22000340,14.62203492,2005
E22000216,20.51184801,2005
E22000217,15.59868516,2005
E22000026,15.16643177,2005
E22000131,18.15237771,2005
E22000278,14.03061224,2005
E22000288,5.354211607,2005
E22000301,6.898753505,2005
E22000239,13.55478675,2005
E22000132,11.26916145,2005
E22000314,7.324632062,2005
E22000162,8.287343132,2005
E22000179,7.208186609,2005
E22000315,6.493440816,2005
E22000192,28.10444042,2005
E22000108,9.06112503,2005
E22000361,7.589096663,2005
E22000122,8.57685976,2005
E22000316,10.26779825,2005
E22000185,14.77494642,2005
E22000289,9.926212228,2005
E22000317,6.851695878,2005
E22000341,16.33788129,2005
E22000302,14.71058523,2005
W14000006,14.85504723,2005
E22000318,9.804576684,2005
E22000163,9.307871483,2005
E22000371,14.58977547,2005
E22000290,10.19275072,2006
E22000031,11.83891519,2006
E22000037,12.04618537,2006
E22000291,12.95400341,2006
E22000251,14.50252368,2006
E22000137,10.86498174,2006
E22000303,10.16608371,2006
E22000186,21.11188882,2006
E22000187,11.52656733,2006
E22000259,13.52826632,2006
E22000032,16.85001494,2006
E22000079,10.06760772,2006
E22000109,14.15299342,2006
E22000252,16.04495112,2006
E22000001,11.50089951,2006
E22000009,12.53725073,2006
E22000188,12.98817628,2006
E22000335,17.5139566,2006
E22000164,7.218260248,2006
E22000150,16.06456572,2006
E22000151,25.77696145,2006
W14000019,12.68495906,2006
E22000038,14.82238692,2006
E22000099,14.50437755,2006
E22000173,13.01656349,2006
E22000063,19.17632381,2006
E22000304,11.92036107,2006
E22000342,15.19596173,2006
E22000080,7.12455915,2006
E22000218,7.688599853,2006
E22000189,15.90935393,2006
E22000081,8.79786036,2006
W14000013,9.503294475,2006
E22000292,19.29457983,2006
E22000002,21.8226958,2006
E22000219,4.75443584,2006
E22000190,12.8786595,2006
E22000123,11.30636457,2006
E22000152,19.22506446,2006
E22000100,11.80359608,2006
W14000018,12.78915167,2006
E22000343,15.39231699,2006
E22000013,12.81567713,2006
E22000191,21.07737215,2006
E22000263,18.83336316,2006
E22000138,11.1157572,2006
W14000015,12.92291346,2006
E22000033,14.06655608,2006
W14000010,10.24489705,2006
E22000082,5.675070796,2006
E22000353,7.448301828,2006
W14000008,9.954606992,2006
E22000165,13.13369773,2006
E22000083,8.707644054,2006
E22000093,16.24909304,2006
E22000305,11.61425791,2006
E22000354,10.94879422,2006
E22000355,13.79591787,2006
E22000039,18.51014025,2006
E22000293,7.968200135,2006
E22000306,8.002536323,2006
E22000153,10.67365399,2006
E22000180,63.68899917,2006
E22000084,10.72952205,2006
W14000003,15.01716753,2006
E22000034,14.41794992,2006
E22000233,21.9454972,2006
E22000356,9.255112127,2006
E22000094,7.058367737,2006
E22000365,11.42890329,2006
E22000336,18.00892283,2006
E22000294,16.56641455,2006
E22000193,15.35325409,2006
E22000124,10.60637678,2006
E22000072,11.86101725,2006
E22000352,16.72600504,2006
E22000357,5.201295696,2006
W14000004,17.39676324,2006
E22000040,16.13959934,2006
E22000041,7.881943446,2006
E22000260,21.55175346,2006
E22000367,8.007786032,2006
E22000140,14.34608541,2006
E22000337,11.91829681,2006
E22000194,16.04356085,2006
E22000362,6.973371293,2006
E22000014,5.125655051,2006
E22000110,9.277339356,2006
E22000125,8.35112585,2006
E22000174,11.05472198,2006
E22000235,7.788872354,2006
E22000133,10.17690901,2006
E22000264,16.51208674,2006
E22000295,18.38768491,2006
E22000111,12.30784688,2006
E22000035,8.209516101,2006
E22000279,8.457398476,2006
E22000195,13.28675951,2006
E22000085,8.659103893,2006
E22000280,9.796081567,2006
E22000042,11.89317961,2006
E22000049,14.16095043,2006
E22000112,10.6091497,2006
E22000015,10.8111686,2006
W14000005,12.72939217,2006
E22000095,10.27736655,2006
E22000154,7.163476959,2006
E22000244,10.60351729,2006
E22000096,20.68588676,2006
E22000113,16.61242288,2006
E22000220,17.22989053,2006
E22000196,21.58639258,2006
E22000281,7.729217206,2006
W14000002,13.47946586,2006
E22000197,21.25408165,2006
E22000023,17.39022882,2006
E22000198,18.89222842,2006
E22000166,5.374760713,2006
E22000199,17.30038512,2006
E22000086,16.70435202,2006
E22000200,9.654253416,2006
E22000114,6.289803542,2006
E22000027,20.64308611,2006
E22000296,27.83491019,2006
E22000115,17.28001086,2006
E22000201,12.03340958,2006
E22000326,9.309219946,2006
E22000126,8.023103177,2006
E22000043,11.98223209,2006
E22000202,14.87104294,2006
E22000167,10.22369801,2006
E22000297,7.744319522,2006
E22000203,17.13526735,2006
E22000016,7.224093327,2006
E22000155,13.25299726,2006
E22000273,15.37437977,2006
W14000001,12.66789647,2006
E22000116,13.71553871,2006
E22000050,5.300353357,2006
E22000204,22.46833223,2006
E22000205,13.84005567,2006
E22000236,12.0149135,2006
E22000221,8.19385111,2006
E22000134,27.57370928,2006
E22000206,15.09107356,2006
E22000344,14.67598067,2006
E22000181,8.898567089,2006
E22000207,21.01780953,2006
E22000156,14.32522205,2006
E22000345,15.27294065,2006
E22000168,23.73527147,2006
E22000298,10.51379537,2006
E22000208,21.82373554,2006
E22000265,9.8530257,2006
E22000175,21.28968054,2006
E22000182,16.91185397,2006
E22000010,17.27065004,2006
E22000142,12.45638545,2006
E22000087,6.459757677,2006
E22000101,19.59896409,2006
E22000255,21.3523834,2006
E22000143,16.96794199,2006
E22000169,8.743124538,2006
W14000017,11.05479718,2006
E22000209,12.44546021,2006
E22000299,7.882720864,2006
E22000029,22.03099103,2006
E22000307,16.66629992,2006
E22000282,6.389776358,2006
W14000021,7.666404759,2006
W14000012,8.111449289,2006
E22000117,9.112997709,2006
E22000256,10.23006437,2006
E22000245,14.67486624,2006
E22000266,16.3810668,2006
E22000210,21.92686652,2006
W14000022,18.99585222,2006
E22000044,8.164518109,2006
E22000135,27.29966585,2006
E22000127,9.79571745,2006
E22000176,5.191884625,2006
E22000136,16.78424949,2006
E22000222,8.147577247,2006
E22000003,13.81021987,2006
E22000246,9.402912497,2006
E22000319,7.590439276,2006
E22000170,12.03459947,2006
E22000368,11.20612843,2006
E22000372,8.545902513,2006
E22000237,15.85645837,2006
E22000363,11.40199146,2006
E22000358,8.867121638,2006
E22000223,19.98343914,2006
E22000257,25.2811048,2006
E22000320,14.50893774,2006
E22000171,9.872786143,2006
E22000102,12.99350552,2006
E22000308,17.5001557,2006
W14000009,12.72425979,2006
E22000157,11.38667387,2006
E22000017,17.43511864,2006
E22000056,19.76097408,2006
E22000067,11.15944904,2006
E22000118,22.25919046,2006
W14000007,8.76088433,2006
E22000158,17.81048598,2006
E22000309,19.66680376,2006
E22000211,11.80014868,2006
E22000028,14.67799246,2006
E22000283,9.59826612,2006
W14000016,11.31377056,2006
E22000159,5.294366794,2006
E22000212,8.837387684,2006
E22000103,13.74100892,2006
E22000088,5.031292183,2006
E22000160,10.15121074,2006
E22000300,10.12230648,2006
E22000261,15.100261,2006
E22000321,11.26264092,2006
E22000284,5.766564294,2006
E22000119,13.16641959,2006
E22000172,5.724459052,2006
E22000364,7.989864996,2006
E22000104,17.22607477,2006
E22000338,13.9718853,2006
E22000183,10.06699245,2006
E22000144,6.524444444,2006
E22000262,13.75398244,2006
E22000145,14.36532024,2006
E22000360,6.899103999,2006
E22000310,18.49041534,2006
E22000339,10.9216164,2006
E22000369,10.88250988,2006
E22000311,9.638779712,2006
E22000018,4.552504596,2006
E22000045,7.928775407,2006
E22000006,10.11133833,2006
E22000177,8.321508454,2006
E22000178,9.297024022,2006
E22000036,7.025110217,2006
E22000224,6.514321166,2006
E22000366,8.581887284,2006
E22000312,7.338761517,2006
E22000161,11.51044014,2006
E22000267,9.404153579,2006
E22000247,13.30539268,2006
E22000359,8.921882989,2006
E22000332,9.51365653,2006
E22000120,24.04961667,2006
E22000089,12.69416764,2006
E22000213,20.75476635,2006
E22000285,11.50668765,2006
E22000128,7.907391986,2006
E22000184,14.60053996,2006
E22000268,13.87517911,2006
E22000269,12.13916236,2006
E22000129,17.97092792,2006
E22000105,10.19971622,2006
E22000030,13.80893897,2006
E22000270,23.6023516,2006
E22000097,10.5692749,2006
E22000274,6.271327886,2006
E22000373,7.85225221,2006
E22000248,13.86643676,2006
E22000286,6.447817108,2006
E22000214,13.34740434,2006
E22000146,14.11796062,2006
W14000011,10.15628724,2006
E22000350,12.49837532,2006
E22000106,16.00470617,2006
E22000271,20.41876448,2006
E22000287,5.947992553,2006
E22000333,14.16630816,2006
E22000090,9.784721876,2006
E22000121,9.882850348,2006
E22000098,8.906626124,2006
E22000147,18.78843527,2006
E22000130,7.03241541,2006
E22000091,11.46425576,2006
E22000148,9.072012401,2006
E22000060,16.54823028,2006
W14000020,11.29707113,2006
E22000215,23.01739927,2006
E22000107,10.64549223,2006
E22000149,9.621492359,2006
E22000092,4.346693359,2006
W14000014,9.899548697,2006
E22000313,7.985855561,2006
E22000346,18.16007842,2006
E22000340,14.29540497,2006
E22000216,18.64508887,2006
E22000217,14.31115192,2006
E22000026,13.92064871,2006
E22000131,18.35778197,2006
E22000278,13.18908668,2006
E22000288,4.998376596,2006
E22000301,6.113278289,2006
E22000239,14.51786194,2006
E22000132,10.45710588,2006
E22000314,10.57343677,2006
E22000162,9.328425862,2006
E22000179,6.616036901,2006
E22000315,7.695681646,2006
E22000192,26.23087659,2006
E22000108,10.59336478,2006
E22000361,8.849088714,2006
E22000122,9.400875005,2006
E22000316,11.35408515,2006
E22000185,11.70128429,2006
E22000289,8.240160279,2006
E22000317,6.801817361,2006
E22000341,16.2543384,2006
E22000302,15.16416249,2006
W14000006,15.2865069,2006
E22000318,10.40729718,2006
E22000163,8.954673307,2006
E22000371,12.82166613,2006
E22000290,9.626180569,2007
E22000031,11.95244055,2007
E22000037,10.44538178,2007
E22000291,12.46911491,2007
E22000251,11.47023671,2007
E22000137,10.08068075,2007
E22000303,9.64374189,2007
E22000186,19.86617839,2007
E22000187,10.45882026,2007
E22000259,11.34125997,2007
E22000032,16.87751663,2007
E22000079,10.49102441,2007
E22000109,13.21613405,2007
E22000252,14.31985195,2007
E22000001,12.16439308,2007
E22000009,9.966885903,2007
E22000188,10.76905954,2007
E22000335,15.77324467,2007
E22000164,6.448065041,2007
E22000150,14.92962443,2007
E22000151,27.06691543,2007
W14000019,9.872999928,2007
E22000038,14.39416214,2007
E22000099,11.32234393,2007
E22000173,9.682810145,2007
E22000063,17.2900328,2007
E22000304,10.75861321,2007
E22000342,13.74070772,2007
E22000080,7.235991682,2007
E22000218,6.948519918,2007
E22000189,14.51250207,2007
E22000081,8.479802652,2007
W14000013,10.1067312,2007
E22000292,17.17920213,2007
E22000002,20.46851064,2007
E22000219,4.203112575,2007
E22000190,11.28459314,2007
E22000123,10.4037079,2007
E22000152,18.41707161,2007
E22000100,11.07748217,2007
W14000018,11.1093967,2007
E22000343,15.16999122,2007
E22000013,14.59455714,2007
E22000191,18.08812405,2007
E22000263,16.11263117,2007
E22000138,11.62558455,2007
W14000015,14.37860303,2007
